Data.Documentation.10.5067/NIMBUS/NmIcEdg2,NmIcEdg2,Ice Edge Points from Nimbus Visible Imagery L2,version=1,source=final\savNC640830.edit.txt
longitude, latitude, File_name, EdgeType, ishift, jshift, (Analyst)
355.24,80.87,NmAVCS1H.119.03.1964.01.249.10.56.19.01.02.913.943.939.1288.70.hdf,4,0,0,ggc
345.95013,72.02133,NmAVCS1H.89.01.1964.01.247.09.42.10.01.02.907.937.945.1053.04.hdf,-1,0,0,ggc
45.048306,81.36376,NmAVCS1H.43.03.1964.01.244.06.15.57.01.02.921.951.931.1027.69.hdf,-1,0,0,ggc
36.62854,81.10212,NmAVCS1H.60.03.1964.01.245.06.52.18.01.02.921.951.921.988.68.hdf,-1,0,0,ggc
50.19,81.94,NmAVCS1H.60.03.1964.01.245.06.52.18.01.02.921.951.921.988.68.hdf,2,0,0,ggc
48.33,81.66,NmAVCS1H.60.03.1964.01.245.06.52.18.01.02.921.951.921.988.68.hdf,2,0,0,ggc
46.63,81.53,NmAVCS1H.60.03.1964.01.245.06.52.18.01.02.921.951.921.988.68.hdf,2,0,0,ggc
45.03,81.42,NmAVCS1H.60.03.1964.01.245.06.52.18.01.02.921.951.921.988.68.hdf,2,0,0,ggc
43.8,81.44,NmAVCS1H.60.03.1964.01.245.06.52.18.01.02.921.951.921.988.68.hdf,2,0,0,ggc
42.27,81.5,NmAVCS1H.60.03.1964.01.245.06.52.18.01.02.921.951.921.988.68.hdf,2,0,0,ggc
41.56,81.47,NmAVCS1H.60.03.1964.01.245.06.52.18.01.02.921.951.921.988.68.hdf,2,0,0,ggc
36.62,81.44,NmAVCS1H.60.03.1964.01.245.06.52.18.01.02.921.951.921.988.68.hdf,2,0,0,ggc
36.16,81.46,NmAVCS1H.60.03.1964.01.245.06.52.18.01.02.921.951.921.988.68.hdf,2,0,0,ggc
34.02,81.06,NmAVCS1H.60.03.1964.01.245.06.52.18.01.02.921.951.921.988.68.hdf,2,0,0,ggc
33.78,80.85,NmAVCS1H.60.03.1964.01.245.06.52.18.01.02.921.951.921.988.68.hdf,2,0,0,ggc
32.57,80.83,NmAVCS1H.60.03.1964.01.245.06.52.18.01.02.921.951.921.988.68.hdf,2,0,0,ggc
30.99,80.98,NmAVCS1H.60.03.1964.01.245.06.52.18.01.02.921.951.921.988.68.hdf,2,0,0,ggc
30.1,81.08,NmAVCS1H.60.03.1964.01.245.06.52.18.01.02.921.951.921.988.68.hdf,2,0,0,ggc
28.54,81.15,NmAVCS1H.60.03.1964.01.245.06.52.18.01.02.921.951.921.988.68.hdf,2,0,0,ggc
27.91,81.22,NmAVCS1H.60.03.1964.01.245.06.52.18.01.02.921.951.921.988.68.hdf,2,0,0,ggc
27.17,81.28,NmAVCS1H.60.03.1964.01.245.06.52.18.01.02.921.951.921.988.68.hdf,2,0,0,ggc
29.380466,78.81368,NmAVCS1H.43.02.1964.01.244.06.15.57.01.02.914.944.914.1013.36.hdf,-1,0,0,ggc
45.596813,78.71139,NmAVCS1H.57.02.1964.01.245.05.13.54.01.02.920.950.920.1000.28.hdf,-1,0,0,ggc
51.310143,76.10368,NmAVCS1H.60.03.1964.01.245.06.50.47.01.02.924.954.928.1007.69.hdf,-1,0,0,ggc
65.31,77.19,NmAVCS1H.60.03.1964.01.245.06.50.47.01.02.924.954.928.1007.69.hdf,2,0,0,ggc
64.97,77.26,NmAVCS1H.60.03.1964.01.245.06.50.47.01.02.924.954.928.1007.69.hdf,2,0,0,ggc
63.22,77.46,NmAVCS1H.60.03.1964.01.245.06.50.47.01.02.924.954.928.1007.69.hdf,2,0,0,ggc
63.05,77.58,NmAVCS1H.60.03.1964.01.245.06.50.47.01.02.924.954.928.1007.69.hdf,2,0,0,ggc
62.26,77.76,NmAVCS1H.60.03.1964.01.245.06.50.47.01.02.924.954.928.1007.69.hdf,2,0,0,ggc
60.61,77.81,NmAVCS1H.60.03.1964.01.245.06.50.47.01.02.924.954.928.1007.69.hdf,2,0,0,ggc
59.72,77.82,NmAVCS1H.60.03.1964.01.245.06.50.47.01.02.924.954.928.1007.69.hdf,2,0,0,ggc
58.74,77.82,NmAVCS1H.60.03.1964.01.245.06.50.47.01.02.924.954.928.1007.69.hdf,2,0,0,ggc
57.27,77.89,NmAVCS1H.60.03.1964.01.245.06.50.47.01.02.924.954.928.1007.69.hdf,2,0,0,ggc
56.27,77.92,NmAVCS1H.60.03.1964.01.245.06.50.47.01.02.924.954.928.1007.69.hdf,2,0,0,ggc
54.94,77.86,NmAVCS1H.60.03.1964.01.245.06.50.47.01.02.924.954.928.1007.69.hdf,2,0,0,ggc
36.183426,75.74298,NmAVCS1H.57.01.1964.01.245.05.13.54.01.02.920.950.932.1041.03.hdf,-1,0,0,ggc
291.139,75.29543,NmAVCS1H.120.01.1964.01.249.12.34.42.01.02.910.940.942.1107.03.hdf,-1,0,0,ggc
290.52,72.73,NmAVCS1H.120.01.1964.01.249.12.34.42.01.02.910.940.942.1107.03.hdf,2,0,0,ggc
290.83002,72.79,NmAVCS1H.120.01.1964.01.249.12.34.42.01.02.910.940.942.1107.03.hdf,2,0,0,ggc
291.86,73.01,NmAVCS1H.120.01.1964.01.249.12.34.42.01.02.910.940.942.1107.03.hdf,2,0,0,ggc
292.71,73.36,NmAVCS1H.120.01.1964.01.249.12.34.42.01.02.910.940.942.1107.03.hdf,2,0,0,ggc
292.84,73.57,NmAVCS1H.120.01.1964.01.249.12.34.42.01.02.910.940.942.1107.03.hdf,2,0,0,ggc
292.58002,73.76,NmAVCS1H.120.01.1964.01.249.12.34.42.01.02.910.940.942.1107.03.hdf,2,0,0,ggc
292.12,74.0,NmAVCS1H.120.01.1964.01.249.12.34.42.01.02.910.940.942.1107.03.hdf,2,0,0,ggc
291.66998,74.19,NmAVCS1H.120.01.1964.01.249.12.34.42.01.02.910.940.942.1107.03.hdf,2,0,0,ggc
291.53,74.42,NmAVCS1H.120.01.1964.01.249.12.34.42.01.02.910.940.942.1107.03.hdf,2,0,0,ggc
291.46,74.66,NmAVCS1H.120.01.1964.01.249.12.34.42.01.02.910.940.942.1107.03.hdf,2,0,0,ggc
291.41998,74.78,NmAVCS1H.120.01.1964.01.249.12.34.42.01.02.910.940.942.1107.03.hdf,2,0,0,ggc
283.00397,75.55479,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,-1,0,0,ggc
282.41653,76.09864,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,-1,0,0,ggc
283.9054,75.248116,NmAVCS1H.91.01.1964.01.247.13.00.17.01.02.886.916.966.1028.03.hdf,-1,0,0,ggc
283.00397,75.55479,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,-1,0,0,ggc
284.52,77.82,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
284.71,77.76,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
285.52,77.65,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
285.97,77.54,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
286.21,77.4,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
286.16998,77.33,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
285.49,77.19,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
284.44,77.08,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
284.33002,76.99,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
284.84,76.76,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
285.15,76.67,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
285.41998,76.5,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
285.03,76.39,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
284.4,76.56,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
284.02,76.72,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
284.02,76.86,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
283.74,76.99,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
283.33002,77.05,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
283.02,77.01,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
282.74,76.94,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
281.89,76.74,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,2,-18,9,ggc
284.02,77.71,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,4,-18,9,ggc
283.77,77.65,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,4,-18,9,ggc
283.46,77.56,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,4,-18,9,ggc
283.15,77.46,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,4,-18,9,ggc
282.9,77.28,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,4,-18,9,ggc
282.99,77.16,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,4,-18,9,ggc
283.3,77.12,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,4,-18,9,ggc
283.77,77.07,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,4,-18,9,ggc
284.18,77.11,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,4,-18,9,ggc
284.77,77.19,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,4,-18,9,ggc
284.93,77.21,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,4,-18,9,ggc
285.21,77.24,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,4,-18,9,ggc
285.34,77.37,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,4,-18,9,ggc
285.47,77.47,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,4,-18,9,ggc
285.27,77.55,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,4,-18,9,ggc
285.05,77.6,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,4,-18,9,ggc
284.74,77.65,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,4,-18,9,ggc
284.49,77.69,NmAVCS1H.48.01.1964.01.244.12.49.33.-1.02.1025.1105.1099.1155.03.hdf,4,-18,9,ggc
283.59,77.22,NmAVCS1H.91.01.1964.01.247.13.00.17.01.02.886.916.966.1028.03.hdf,2,-48,-24,ggc
283.4,77.18,NmAVCS1H.91.01.1964.01.247.13.00.17.01.02.886.916.966.1028.03.hdf,2,-48,-24,ggc
283.11,77.19,NmAVCS1H.91.01.1964.01.247.13.00.17.01.02.886.916.966.1028.03.hdf,2,-48,-24,ggc
282.66998,77.18,NmAVCS1H.91.01.1964.01.247.13.00.17.01.02.886.916.966.1028.03.hdf,2,-48,-24,ggc
282.02,77.12,NmAVCS1H.91.01.1964.01.247.13.00.17.01.02.886.916.966.1028.03.hdf,2,-48,-24,ggc
285.61,78.01,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
285.4,77.96,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
285.05,77.83,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
284.81,77.73,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
284.74,77.62,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
284.71,77.58,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
284.77,77.46,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
284.86,77.4,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
284.94,77.33,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
284.99,77.26,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
284.96,77.11,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
284.96,77.07,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
284.64,76.94,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
284.36,76.87,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
283.87,76.81,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
283.87,76.76,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
284.0,76.68,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
284.36,76.54,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
285.16998,76.43,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
285.49,76.26,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
285.46,76.16,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
285.11,76.14,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
283.91998,76.31,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
283.47,76.43,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
283.16998,76.6,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
282.83002,76.74,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
282.64,76.8,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
283.21,76.96,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
283.64,77.06,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
283.87,77.19,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
283.68,77.26,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
283.37,77.32,NmAVCS1H.35.03.1964.01.243.15.28.29.01.02.909.939.943.1079.28.hdf,4,0,0,ggc
283.66998,77.6,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
284.03,77.55,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
284.49,77.5,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
284.83002,77.44,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
285.21,77.36,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
285.5,77.32,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
285.55,77.26,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
285.52,77.15,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
285.3,77.04,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
284.91998,76.93,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
284.36,76.83,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
284.09,76.82,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
284.43,76.74,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
284.58002,76.6,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
284.84,76.54,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
285.18,76.41,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
285.21,76.35,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
284.8,76.25,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
284.09,76.29,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
283.61,76.43,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
283.15,76.55,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
282.8,76.66,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
282.68,76.69,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
282.69,76.75,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
282.91998,76.82,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
282.91998,76.87,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
283.34,76.93,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
283.75,76.96,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
284.16998,77.03,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
284.65,77.21,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
284.46,77.28,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
283.89,77.33,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
283.31,77.26,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
282.77,77.19,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,4,-33,15,ggc
284.77,77.62,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
285.28,77.5,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
285.62,77.44,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
285.74,77.4,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
285.89,77.31,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
285.97,77.23,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
285.81,77.08,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
285.61,77.03,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
285.09,76.94,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
284.77,76.83,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
284.9,76.74,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
285.21,76.62,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
285.4,76.54,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
285.46,76.4,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
285.24,76.28,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
284.02,76.21,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
283.27,76.32,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
282.74,76.46,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
282.49,76.51,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
282.08002,76.54,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
281.84,76.47,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
281.46,76.33,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
281.02,76.16,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
279.24,76.15,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
278.9,76.07,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
278.49,75.94,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
278.02,75.85,NmAVCS1H.47.01.1964.01.244.12.49.33.01.02.897.927.955.1016.03.hdf,2,-33,15,ggc
292.49896,84.63731,NmAVCS1H.46.03.1964.01.244.11.12.42.01.02.924.906.924.906.68.hdf,-1,0,0,ggc
292.96207,84.30943,NmAVCS1H.90.03.1964.01.247.11.23.33.01.02.916.865.916.865.67.hdf,-1,0,0,ggc
283.73547,84.24235,NmAVCS1H.105.03.1964.01.248.11.59.59.01.02.872.902.980.1021.68.hdf,-1,0,0,ggc
290.45248,84.1045,NmAVCS1H.134.03.1964.01.250.11.34.24.01.02.903.933.949.1157.69.hdf,-1,0,0,ggc
231.7605,73.59689,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,-1,0,0,ggc
235.84,74.54,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
235.28,74.46,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
234.89,74.43,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
234.51999,74.37,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
234.12,74.29,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
233.95,74.25,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
233.76999,74.21,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
233.68,74.16,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
233.45999,74.08,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
233.22,74.01,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
232.93,73.94,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
233.08,73.86,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
233.37,73.69,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
233.37,73.66,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
233.51999,73.5,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
233.86,73.3,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
234.01999,73.25,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
234.26999,73.22,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
234.63,73.26,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
234.75,73.32,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
234.73999,73.37,NmAVCS1H.139.02.1964.01.250.18.05.00.01.02.901.931.951.1134.32.hdf,2,0,0,ggc
